"YEAR";"TABLE";"LINK";"PATH";"DATE"
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAC2101.dbc";"outputs/2021/SIH/dbc/RDAC2101.dbc";2023-12-20 10:31:06
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAC2102.dbc";"outputs/2021/SIH/dbc/RDAC2102.dbc";2023-12-20 10:31:07
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAC2103.dbc";"outputs/2021/SIH/dbc/RDAC2103.dbc";2023-12-20 10:31:08
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAC2104.dbc";"outputs/2021/SIH/dbc/RDAC2104.dbc";2023-12-20 10:31:08
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAC2105.dbc";"outputs/2021/SIH/dbc/RDAC2105.dbc";2023-12-20 10:31:09
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAC2106.dbc";"outputs/2021/SIH/dbc/RDAC2106.dbc";2023-12-20 10:31:10
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAC2107.dbc";"outputs/2021/SIH/dbc/RDAC2107.dbc";2023-12-20 10:31:11
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAC2108.dbc";"outputs/2021/SIH/dbc/RDAC2108.dbc";2023-12-20 10:31:12
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAC2109.dbc";"outputs/2021/SIH/dbc/RDAC2109.dbc";2023-12-20 10:31:13
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAC2110.dbc";"outputs/2021/SIH/dbc/RDAC2110.dbc";2023-12-20 10:31:14
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAC2111.dbc";"outputs/2021/SIH/dbc/RDAC2111.dbc";2023-12-20 10:31:15
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAC2112.dbc";"outputs/2021/SIH/dbc/RDAC2112.dbc";2023-12-20 10:31:15
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAL2101.dbc";"outputs/2021/SIH/dbc/RDAL2101.dbc";2023-12-20 10:31:17
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAL2102.dbc";"outputs/2021/SIH/dbc/RDAL2102.dbc";2023-12-20 10:31:19
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAL2103.dbc";"outputs/2021/SIH/dbc/RDAL2103.dbc";2023-12-20 10:31:20
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAL2104.dbc";"outputs/2021/SIH/dbc/RDAL2104.dbc";2023-12-20 10:31:22
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAL2105.dbc";"outputs/2021/SIH/dbc/RDAL2105.dbc";2023-12-20 10:31:23
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAL2106.dbc";"outputs/2021/SIH/dbc/RDAL2106.dbc";2023-12-20 10:31:25
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAL2107.dbc";"outputs/2021/SIH/dbc/RDAL2107.dbc";2023-12-20 10:31:27
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAL2108.dbc";"outputs/2021/SIH/dbc/RDAL2108.dbc";2023-12-20 10:31:29
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAL2109.dbc";"outputs/2021/SIH/dbc/RDAL2109.dbc";2023-12-20 10:31:30
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAL2110.dbc";"outputs/2021/SIH/dbc/RDAL2110.dbc";2023-12-20 10:31:32
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAL2111.dbc";"outputs/2021/SIH/dbc/RDAL2111.dbc";2023-12-20 10:31:34
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAL2112.dbc";"outputs/2021/SIH/dbc/RDAL2112.dbc";2023-12-20 10:31:35
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAM2101.dbc";"outputs/2021/SIH/dbc/RDAM2101.dbc";2023-12-20 10:31:37
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAM2102.dbc";"outputs/2021/SIH/dbc/RDAM2102.dbc";2023-12-20 10:31:38
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAM2103.dbc";"outputs/2021/SIH/dbc/RDAM2103.dbc";2023-12-20 10:31:40
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAM2104.dbc";"outputs/2021/SIH/dbc/RDAM2104.dbc";2023-12-20 10:31:42
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAM2105.dbc";"outputs/2021/SIH/dbc/RDAM2105.dbc";2023-12-20 10:31:44
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAM2106.dbc";"outputs/2021/SIH/dbc/RDAM2106.dbc";2023-12-20 10:31:45
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAM2107.dbc";"outputs/2021/SIH/dbc/RDAM2107.dbc";2023-12-20 10:31:47
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAM2108.dbc";"outputs/2021/SIH/dbc/RDAM2108.dbc";2023-12-20 10:31:49
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAM2109.dbc";"outputs/2021/SIH/dbc/RDAM2109.dbc";2023-12-20 10:31:51
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAM2110.dbc";"outputs/2021/SIH/dbc/RDAM2110.dbc";2023-12-20 10:31:52
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAM2111.dbc";"outputs/2021/SIH/dbc/RDAM2111.dbc";2023-12-20 10:31:54
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAM2112.dbc";"outputs/2021/SIH/dbc/RDAM2112.dbc";2023-12-20 10:31:56
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAP2101.dbc";"outputs/2021/SIH/dbc/RDAP2101.dbc";2023-12-20 10:31:57
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAP2102.dbc";"outputs/2021/SIH/dbc/RDAP2102.dbc";2023-12-20 10:31:58
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAP2103.dbc";"outputs/2021/SIH/dbc/RDAP2103.dbc";2023-12-20 10:31:59
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAP2104.dbc";"outputs/2021/SIH/dbc/RDAP2104.dbc";2023-12-20 10:31:59
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAP2105.dbc";"outputs/2021/SIH/dbc/RDAP2105.dbc";2023-12-20 10:32:00
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAP2106.dbc";"outputs/2021/SIH/dbc/RDAP2106.dbc";2023-12-20 10:32:01
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAP2107.dbc";"outputs/2021/SIH/dbc/RDAP2107.dbc";2023-12-20 10:32:02
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAP2108.dbc";"outputs/2021/SIH/dbc/RDAP2108.dbc";2023-12-20 10:32:03
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAP2109.dbc";"outputs/2021/SIH/dbc/RDAP2109.dbc";2023-12-20 10:32:03
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAP2110.dbc";"outputs/2021/SIH/dbc/RDAP2110.dbc";2023-12-20 10:32:04
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAP2111.dbc";"outputs/2021/SIH/dbc/RDAP2111.dbc";2023-12-20 10:32:05
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDAP2112.dbc";"outputs/2021/SIH/dbc/RDAP2112.dbc";2023-12-20 10:32:06
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDBA2101.dbc";"outputs/2021/SIH/dbc/RDBA2101.dbc";2023-12-20 10:32:14
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDBA2102.dbc";"outputs/2021/SIH/dbc/RDBA2102.dbc";2023-12-20 10:32:18
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDBA2103.dbc";"outputs/2021/SIH/dbc/RDBA2103.dbc";2023-12-20 10:32:24
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDBA2104.dbc";"outputs/2021/SIH/dbc/RDBA2104.dbc";2023-12-20 10:32:32
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDBA2105.dbc";"outputs/2021/SIH/dbc/RDBA2105.dbc";2023-12-20 10:32:37
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDBA2106.dbc";"outputs/2021/SIH/dbc/RDBA2106.dbc";2023-12-20 10:32:42
"2021";"SIH";"ftp://ftp.datasus.gov.br/dissemin/publicos/SIHSUS/200801_/Dados/RDBA2107.dbc";"outputs/2021/SIH/dbc/RDBA2107.dbc";2023-12-20 10:32:48
